 VARIABLES = X, Y, DEN, U, V, PRE, Tem, StrF
 ZONE  I =          251 , J =           61 
 DATAPACKING=BLOCK, VARLOCATION=([3-8]=CELLCENTERED)
  0.546394346734000       0.525174629961000       0.503623201636000     
  0.481753674102000       0.459579860621000       0.437115766651000     
  0.414375580993000       0.391373666837000       0.368124552685000     
  0.344642923175000       0.320943609807000       0.297041581577000     
  0.272951935517000       0.248689887165000       0.224270760949000     
  0.199709980514000       0.175023058975000       0.150225589121000     
  0.125333233564000       0.100361714851000       7.532680552790000E-002
  5.024431817980000E-002  2.513009544330000E-002 -1.224646799150000E-016
 -2.513009544330000E-002 -5.024431817980000E-002 -7.532680552790000E-002
 -0.100361714851000      -0.125333233564000      -0.150225589121000     
 -0.175023058975000      -0.199709980514000      -0.224270760949000     
 -0.248689887165000      -0.272951935517000      -0.297041581577000     
 -0.320943609807000      -0.344642923175000      -0.368124552685000     
 -0.391373666837000      -0.414375580993000      -0.437115766651000     
 -0.459579860621000      -0.481753674102000      -0.503623201636000     
 -0.525174629961000      -0.546394346734000      -0.567268949127000     
 -0.587785252292000      -0.607930297695000      -0.627691361291000     
 -0.647055961569000      -0.666011867434000      -0.684547105929000     
 -0.702649969799000      -0.720309024888000      -0.737513117358000     
 -0.754251380736000      -0.770513242776000      -0.786288432137000     
 -0.801566984871000      -0.816339250717000      -0.830595899196000     
 -0.844327925502000      -0.857526656194000      -0.870183754670000     
 -0.882291226435000      -0.893841424151000      -0.904827052466000     
 -0.915241172621000      -0.925077206834000      -0.934328942457000     
 -0.942990535893000      -0.951056516295000      -0.958521789017000     
 -0.965381638833000      -0.971631732915000      -0.977268123568000     
 -0.982287250729000      -0.986685944208000      -0.990461425697000     
 -0.993611310520000      -0.996133609143000      -0.998026728428000     
 -0.999289472641000      -0.999921044204000      -0.999921044204000     
 -0.999289472641000      -0.998026728428000      -0.996133609143000     
 -0.993611310520000      -0.990461425697000      -0.986685944208000     
 -0.982287250729000      -0.977268123568000      -0.971631732915000     
 -0.965381638833000      -0.958521789017000      -0.951056516295000     
 -0.942990535893000      -0.934328942457000      -0.925077206834000     
 -0.915241172621000      -0.904827052466000      -0.893841424151000     
 -0.882291226435000      -0.870183754670000      -0.857526656194000     
 -0.844327925502000      -0.830595899196000      -0.816339250717000     
 -0.801566984871000      -0.786288432137000      -0.770513242776000     
 -0.754251380736000      -0.737513117358000      -0.720309024888000     
 -0.702649969799000      -0.684547105929000      -0.666011867434000     
 -0.647055961569000      -0.627691361291000      -0.607930297695000     
 -0.587785252292000      -0.567268949127000      -0.546394346734000     
 -0.525174629961000      -0.503623201636000      -0.481753674102000     
 -0.459579860621000      -0.437115766651000      -0.414375580993000     
 -0.391373666837000      -0.368124552685000      -0.344642923175000     
 -0.320943609807000      -0.297041581577000      -0.272951935517000     
 -0.248689887165000      -0.224270760949000      -0.199709980514000     
 -0.175023058975000      -0.150225589121000      -0.125333233564000     
 -0.100361714851000      -7.532680552790000E-002 -5.024431817980000E-002
 -2.513009544330000E-002  0.000000000000000E+000  0.000000000000000E+000
  2.558243716130000E-002  5.114871590700000E-002  7.668268802740000E-002
  0.102168225719000       0.127589231768000       0.152929649725000     
  0.178173474037000       0.203304760164000       0.228307634646000     
  0.253166305134000       0.277865070357000       0.302388330045000     
  0.326720594784000       0.350846495792000       0.374750794633000     
  0.398418392840000       0.421834341451000       0.444983850451000     
  0.467852298113000       0.490425240236000       0.512688419265000     
  0.534627773301000       0.556229444975000       0.577479790211000     
  0.598365386834000       0.618873043053000       0.638989805794000     
  0.658702968878000       0.678000081048000       0.696868953835000     
  0.715297669255000       0.733274587336000       0.750788353471000     
  0.767827905589000       0.784382481146000       0.800441623915000     
  0.815995190599000       0.831033357230000       0.845546625381000     
  0.859525828161000       0.872962136005000       0.885847062254000     
  0.898172468511000       0.909930569786000       0.921113939410000     
  0.931715513728000       0.941728596557000       0.951146863421000     
  0.959964365539000       0.968175533588000       0.975775181220000     
  0.982758508332000       0.989121104107000       0.994858949792000     
  0.999968421242000        1.00444629120000        1.00828973136000     
   1.01149631411000        1.01406401411000        1.01599120954000     
   1.01727668315000        1.01791962300000        1.01791962300000     
   1.01727668315000        1.01599120954000        1.01406401411000     
   1.01149631411000        1.00828973136000        1.00444629120000     
  0.999968421242000       0.994858949792000       0.989121104107000     
  0.982758508332000       0.975775181220000       0.968175533588000     
  0.959964365539000       0.951146863421000       0.941728596557000     
  0.931715513728000       0.921113939410000       0.909930569786000     
  0.898172468511000       0.885847062254000       0.872962136005000     
  0.859525828161000       0.845546625381000       0.831033357230000     
  0.815995190599000       0.800441623915000       0.784382481146000     
  0.767827905589000       0.750788353471000       0.733274587336000     
  0.715297669255000       0.696868953835000       0.678000081048000     
  0.658702968878000       0.638989805794000       0.618873043053000     
  0.598365386834000       0.577479790211000       0.556229444975000     
  0.534627773301000       0.512688419265000       0.490425240236000     
  0.467852298113000       0.444983850451000       0.421834341451000     
  0.398418392840000       0.374750794633000       0.350846495792000     
  0.326720594784000       0.302388330045000       0.277865070357000     
  0.253166305134000       0.228307634646000       0.203304760164000     
  0.178173474037000       0.152929649725000       0.127589231768000     
  0.102168225719000       7.668268802740000E-002  5.114871590700000E-002
  2.558243716130000E-002 -1.246690441530000E-016 -2.558243716130000E-002
 -5.114871590700000E-002 -7.668268802740000E-002 -0.102168225719000     
 -0.127589231768000      -0.152929649725000      -0.178173474037000     
 -0.203304760164000      -0.228307634646000      -0.253166305134000     
 -0.277865070357000      -0.302388330045000      -0.326720594784000     
 -0.350846495792000      -0.374750794633000      -0.398418392840000     
 -0.421834341451000      -0.444983850451000      -0.467852298113000     
 -0.490425240236000      -0.512688419265000      -0.534627773301000     
 -0.556229444975000      -0.577479790211000      -0.598365386834000     
 -0.618873043053000      -0.638989805794000      -0.658702968878000     
 -0.678000081048000      -0.696868953835000      -0.715297669255000     
 -0.733274587336000      -0.750788353471000      -0.767827905589000     
 -0.784382481146000      -0.800441623915000      -0.815995190599000     
 -0.831033357230000      -0.845546625381000      -0.859525828161000     
 -0.872962136005000      -0.885847062254000      -0.898172468511000     
 -0.909930569786000      -0.921113939410000      -0.931715513728000     
 -0.941728596557000      -0.951146863421000      -0.959964365539000     
 -0.968175533588000      -0.975775181220000      -0.982758508332000     
 -0.989121104107000      -0.994858949792000      -0.999968421242000     
  -1.00444629120000       -1.00828973136000       -1.01149631411000     
  -1.01406401411000       -1.01599120954000       -1.01727668315000     
  -1.01791962300000       -1.01791962300000       -1.01727668315000     
  -1.01599120954000       -1.01406401411000       -1.01149631411000     
  -1.00828973136000       -1.00444629120000      -0.999968421242000     
 -0.994858949792000      -0.989121104107000      -0.982758508332000     
 -0.975775181220000      -0.968175533588000      -0.959964365539000     
 -0.951146863421000      -0.941728596557000      -0.931715513728000     
 -0.921113939410000      -0.909930569786000      -0.898172468511000     
 -0.885847062254000      -0.872962136005000      -0.859525828161000     
 -0.845546625381000      -0.831033357230000      -0.815995190599000     
 -0.800441623915000      -0.784382481146000      -0.767827905589000     
 -0.750788353471000      -0.733274587336000      -0.715297669255000     
 -0.696868953835000      -0.678000081048000      -0.658702968878000     
 -0.638989805794000      -0.618873043053000      -0.598365386834000     
 -0.577479790211000      -0.556229444975000      -0.534627773301000     
 -0.512688419265000      -0.490425240236000      -0.467852298113000     
 -0.444983850451000      -0.421834341451000      -0.398418392840000     
 -0.374750794633000      -0.350846495792000      -0.326720594784000     
 -0.302388330045000      -0.277865070357000      -0.253166305134000     
 -0.228307634646000      -0.203304760164000      -0.178173474037000     
 -0.152929649725000      -0.127589231768000      -0.102168225719000     
 -7.668268802740000E-002 -5.114871590700000E-002 -2.558243716130000E-002
  0.000000000000000E+000  0.000000000000000E+000  2.603509875240000E-002
  5.205375317850000E-002  7.803952933840000E-002  0.103976014059000     
  0.129846825300000       0.155635622504000       0.181326116912000     
  0.206902081859000       0.232347363016000       0.257645888599000     
  0.282781679516000       0.307738859463000       0.332501664951000     
  0.357054455261000       0.381381722324000       0.405468100517000     
  0.429298376367000       0.452857498161000       0.476130585453000     
  0.499102938462000       0.521760047357000       0.544087601424000     
  0.566071498100000       0.587697851885000       0.608953003110000     
  0.629823526567000       0.650296239985000       0.670358212359000     
  0.689996772119000       0.709199515129000       0.727954312524000     
  0.746249318373000       0.764072977158000       0.781414031073000     
  0.798261527138000       0.814604824114000       0.830433599222000     
  0.845737854671000       0.860507923963000       0.874734478007000     
  0.888408531006000       0.901521446135000       0.914064940996000     
  0.926031092849000       0.937412343616000       0.948201504655000     
  0.958391761300000       0.967976677167000       0.976950198217000     
  0.985306656584000       0.993040774147000        1.00014766587000     
   1.00662284290000        1.01246221536000        1.01766209498000     
   1.02221919742000        1.02613064430000        1.02939396507000     
   1.03200709855000        1.03396839422000        1.03527661330000     
   1.03593092948000        1.03593092948000        1.03527661330000     
   1.03396839422000        1.03200709855000        1.02939396507000     
   1.02613064430000        1.02221919742000        1.01766209498000     
   1.01246221536000        1.00662284290000        1.00014766587000     
  0.993040774147000       0.985306656584000       0.976950198217000     
  0.967976677167000       0.958391761300000       0.948201504655000     
  0.937412343616000       0.926031092849000       0.914064940996000     
  0.901521446135000       0.888408531006000       0.874734478007000     
  0.860507923963000       0.845737854671000       0.830433599222000     
  0.814604824114000       0.798261527138000       0.781414031073000     
  0.764072977158000       0.746249318373000       0.727954312524000     
  0.709199515129000       0.689996772119000       0.670358212359000     
  0.650296239985000       0.629823526567000       0.608953003110000     
  0.587697851885000       0.566071498100000       0.544087601424000     
  0.521760047357000       0.499102938462000       0.476130585453000     
  0.452857498161000       0.429298376367000       0.405468100517000     
  0.381381722324000       0.357054455261000       0.332501664951000     
  0.307738859463000       0.282781679516000       0.257645888599000     
  0.232347363016000       0.206902081859000       0.181326116912000     
  0.155635622504000       0.129846825300000       0.103976014059000     
  7.803952933840000E-002  5.205375317850000E-002  2.603509875240000E-002
 -1.268749672060000E-016 -2.603509875240000E-002 -5.205375317850000E-002
 -7.803952933840000E-002 -0.103976014059000      -0.129846825300000     
 -0.155635622504000      -0.181326116912000      -0.206902081859000     
 -0.232347363016000      -0.257645888599000      -0.282781679516000     
 -0.307738859463000      -0.332501664951000      -0.357054455261000     
 -0.381381722324000      -0.405468100517000      -0.429298376367000     
 -0.452857498161000      -0.476130585453000      -0.499102938462000     
 -0.521760047357000      -0.544087601424000      -0.566071498100000     
 -0.587697851885000      -0.608953003110000      -0.629823526567000     
 -0.650296239985000      -0.670358212359000      -0.689996772119000     
 -0.709199515129000      -0.727954312524000      -0.746249318373000     
 -0.764072977158000      -0.781414031073000      -0.798261527138000     
 -0.814604824114000      -0.830433599222000      -0.845737854671000     
 -0.860507923963000      -0.874734478007000      -0.888408531006000     
 -0.901521446135000      -0.914064940996000      -0.926031092849000     
 -0.937412343616000      -0.948201504655000      -0.958391761300000     
 -0.967976677167000      -0.976950198217000      -0.985306656584000     
 -0.993040774147000       -1.00014766587000       -1.00662284290000     
  -1.01246221536000       -1.01766209498000       -1.02221919742000     
  -1.02613064430000       -1.02939396507000       -1.03200709855000     
  -1.03396839422000       -1.03527661330000       -1.03593092948000     
  -1.03593092948000       -1.03527661330000       -1.03396839422000     
  -1.03200709855000       -1.02939396507000       -1.02613064430000     
  -1.02221919742000       -1.01766209498000       -1.01246221536000     
  -1.00662284290000       -1.00014766587000      -0.993040774147000     
 -0.985306656584000      -0.976950198217000      -0.967976677167000     
 -0.958391761300000      -0.948201504655000      -0.937412343616000     
 -0.926031092849000      -0.914064940996000      -0.901521446135000     
 -0.888408531006000      -0.874734478007000      -0.860507923963000     
 -0.845737854671000      -0.830433599222000      -0.814604824114000     
 -0.798261527138000      -0.781414031073000      -0.764072977158000     
 -0.746249318373000      -0.727954312524000      -0.709199515129000     
 -0.689996772119000      -0.670358212359000      -0.650296239985000     
 -0.629823526567000      -0.608953003110000      -0.587697851885000     
 -0.566071498100000      -0.544087601424000      -0.521760047357000     
 -0.499102938462000      -0.476130585453000      -0.452857498161000     
 -0.429298376367000      -0.405468100517000      -0.381381722324000     
 -0.357054455261000      -0.332501664951000      -0.307738859463000     
 -0.282781679516000      -0.257645888599000      -0.232347363016000     
 -0.206902081859000      -0.181326116912000      -0.155635622504000     
 -0.129846825300000      -0.103976014059000      -7.803952933840000E-002
 -5.205375317850000E-002 -2.603509875240000E-002  0.000000000000000E+000
  0.000000000000000E+000  2.648840031610000E-002  5.296006999070000E-002
  7.939828895010000E-002  0.105786358248000       0.132107610615000     
  0.158345420984000       0.184483216991000       0.210504489444000     
  0.236392802750000       0.262131805294000       0.287705239772000     
  0.313096953454000       0.338290908390000       0.363271191537000     
  0.388022024814000       0.412527775063000       0.436772963927000     
  0.460742277626000       0.484420576627000       0.507792905209000     
  0.530844500908000       0.553560803843000       0.575927465909000     
  0.597930359844000       0.619555588148000       0.640789491863000     
  0.661618659201000       0.682029934012000       0.702010424100000     
  0.721547509357000       0.740628849742000       0.759242393071000     
  0.777376382632000       0.795019364607000       0.812160195312000     
  0.828788048230000       0.844892420853000       0.860463141315000     
  0.875490374813000       0.889964629826000       0.903876764104000     
  0.917217990445000       0.929979882243000       0.942154378816000     
  0.953733790489000       0.964710803458000       0.975078484407000     
  0.984830284886000       0.993960045449000        1.00246199954000     
   1.01033077715000        1.01756140819000        1.02414932563000     
   1.03009036840000        1.03538078402000        1.04001723095000     
   1.04399678070000        1.04731691971000        1.04997555090000     
   1.05197099503000        1.05330199173000        1.05396770032000     
   1.05396770032000        1.05330199173000        1.05197099503000     
   1.04997555090000        1.04731691971000        1.04399678070000     
   1.04001723095000        1.03538078402000        1.03009036840000     
   1.02414932563000        1.01756140819000        1.01033077715000     
   1.00246199954000       0.993960045449000       0.984830284886000     
  0.975078484407000       0.964710803458000       0.953733790489000     
  0.942154378816000       0.929979882243000       0.917217990445000     
  0.903876764104000       0.889964629826000       0.875490374813000     
  0.860463141315000       0.844892420853000       0.828788048230000     
  0.812160195312000       0.795019364607000       0.777376382632000     
  0.759242393071000       0.740628849742000       0.721547509357000     
  0.702010424100000       0.682029934012000       0.661618659201000     
  0.640789491863000       0.619555588148000       0.597930359844000     
  0.575927465909000       0.553560803843000       0.530844500908000     
  0.507792905209000       0.484420576627000       0.460742277626000     
  0.436772963927000       0.412527775063000       0.388022024814000     
  0.363271191537000       0.338290908390000       0.313096953454000     
  0.287705239772000       0.262131805294000       0.236392802750000     
  0.210504489444000       0.184483216991000       0.158345420984000     
  0.132107610615000       0.105786358248000       7.939828895010000E-002
  5.296006999070000E-002  2.648840031610000E-002 -1.290840089910000E-016
 -2.648840031610000E-002 -5.296006999080000E-002 -7.939828895010000E-002
 -0.105786358248000      -0.132107610615000      -0.158345420984000     
 -0.184483216991000      -0.210504489444000      -0.236392802750000     
 -0.262131805294000      -0.287705239772000      -0.313096953454000     
 -0.338290908390000      -0.363271191537000      -0.388022024814000     
 -0.412527775063000      -0.436772963927000      -0.460742277626000     
 -0.484420576627000      -0.507792905209000      -0.530844500908000     
 -0.553560803843000      -0.575927465909000      -0.597930359844000     
 -0.619555588148000      -0.640789491863000      -0.661618659201000     
 -0.682029934012000      -0.702010424100000      -0.721547509357000     
 -0.740628849742000      -0.759242393071000      -0.777376382632000     
 -0.795019364607000      -0.812160195312000      -0.828788048230000     
 -0.844892420853000      -0.860463141315000      -0.875490374813000     
 -0.889964629826000      -0.903876764104000      -0.917217990445000     
 -0.929979882243000      -0.942154378816000      -0.953733790489000     
 -0.964710803458000      -0.975078484407000      -0.984830284886000     
 -0.993960045449000       -1.00246199954000       -1.01033077715000     
  -1.01756140819000       -1.02414932563000       -1.03009036840000     
  -1.03538078402000       -1.04001723095000       -1.04399678070000     
  -1.04731691971000       -1.04997555090000       -1.05197099503000     
  -1.05330199173000       -1.05396770032000       -1.05396770032000     
  -1.05330199173000       -1.05197099503000       -1.04997555090000     
  -1.04731691971000       -1.04399678070000       -1.04001723095000     
  -1.03538078402000       -1.03009036840000       -1.02414932563000     
  -1.01756140819000       -1.01033077715000       -1.00246199954000     
 -0.993960045449000      -0.984830284886000      -0.975078484407000     
 -0.964710803458000      -0.953733790489000      -0.942154378816000     
 -0.929979882243000      -0.917217990445000      -0.903876764104000     
 -0.889964629826000      -0.875490374813000      -0.860463141315000     
 -0.844892420853000      -0.828788048230000      -0.812160195312000     
 -0.795019364607000      -0.777376382632000      -0.759242393071000     
 -0.740628849742000      -0.721547509357000      -0.702010424100000     
 -0.682029934012000      -0.661618659201000      -0.640789491863000     
 -0.619555588148000      -0.597930359844000      -0.575927465909000     
 -0.553560803843000      -0.530844500908000      -0.507792905209000     
 -0.484420576627000      -0.460742277626000      -0.436772963927000     
 -0.412527775063000      -0.388022024814000      -0.363271191537000     
 -0.338290908390000      -0.313096953454000      -0.287705239772000     
 -0.262131805294000      -0.236392802750000      -0.210504489444000     
 -0.184483216991000      -0.158345420984000      -0.132107610615000     
 -0.105786358248000      -7.939828895010000E-002 -5.296006999080000E-002
 -2.648840031610000E-002  0.000000000000000E+000  0.000000000000000E+000
  2.694266240410000E-002  5.386830724510000E-002  8.075992770870000E-002
  0.107600538471000       0.134373186427000       0.161060961398000     
  0.187647006814000       0.214114530359000       0.240446814577000     
  0.266627227433000       0.292639232818000       0.318466400991000     
  0.344092418959000       0.369501100781000       0.394676397788000     
  0.419602408722000       0.444263389782000       0.468643764562000     
  0.492728133896000       0.516501285581000       0.539948203982000     
  0.563054079525000       0.585804318044000       0.608184549999000     
  0.630180639557000       0.651778693516000       0.672965070083000     
  0.693726387487000       0.714049532436000       0.733921668396000     
  0.753330243700000       0.772262999475000       0.790707977388000     
  0.808653527194000       0.826088314101000       0.843001325922000     
  0.859381880038000       0.875219630139000       0.890504572762000     
  0.905227053611000       0.919377773651000       0.932947794983000     
  0.945928546492000       0.958311829256000       0.970089821729000     
  0.981255084679000       0.991800565885000        1.00171960460000     
   1.01100593573000        1.01965369386000        1.02765741685000     
   1.03501204939000        1.04171294614000        1.04775587466000     
   1.05313701812000        1.05785297766000        1.06190077459000     
   1.06527785223000        1.06798207755000        1.07001174249000     
   1.07136556509000        1.07204269023000        1.07204269023000     
   1.07136556509000        1.07001174249000        1.06798207755000     
   1.06527785223000        1.06190077459000        1.05785297766000     
   1.05313701812000        1.04775587466000        1.04171294614000     
   1.03501204939000        1.02765741685000        1.01965369386000     
   1.01100593573000        1.00171960460000       0.991800565885000     
  0.981255084679000       0.970089821729000       0.958311829256000     
  0.945928546492000       0.932947794983000       0.919377773651000     
  0.905227053611000       0.890504572762000       0.875219630139000     
  0.859381880038000       0.843001325922000       0.826088314101000     
  0.808653527194000       0.790707977388000       0.772262999475000     
  0.753330243700000       0.733921668396000       0.714049532436000     
  0.693726387487000       0.672965070083000       0.651778693516000     
  0.630180639557000       0.608184549999000       0.585804318044000     
  0.563054079525000       0.539948203982000       0.516501285581000     
  0.492728133896000       0.468643764562000       0.444263389782000     
  0.419602408722000       0.394676397788000       0.369501100781000     
  0.344092418959000       0.318466400991000       0.292639232818000     
  0.266627227433000       0.240446814577000       0.214114530359000     
  0.187647006814000       0.161060961398000       0.134373186427000     
  0.107600538471000       8.075992770870000E-002  5.386830724510000E-002
  2.694266240410000E-002 -1.312977316300000E-016 -2.694266240410000E-002
 -5.386830724510000E-002 -8.075992770870000E-002 -0.107600538471000     
 -0.134373186427000      -0.161060961398000      -0.187647006814000     
 -0.214114530359000      -0.240446814577000      -0.266627227433000     
 -0.292639232818000      -0.318466400991000      -0.344092418959000     
 -0.369501100781000      -0.394676397788000      -0.419602408722000     
 -0.444263389782000      -0.468643764562000      -0.492728133896000     
 -0.516501285581000      -0.539948203982000      -0.563054079525000     
 -0.585804318044000      -0.608184549999000      -0.630180639557000     
 -0.651778693516000      -0.672965070083000      -0.693726387487000     
 -0.714049532436000      -0.733921668396000      -0.753330243700000     
 -0.772262999475000      -0.790707977388000      -0.808653527194000     
 -0.826088314101000      -0.843001325922000      -0.859381880038000     
 -0.875219630139000      -0.890504572762000      -0.905227053611000     
 -0.919377773651000      -0.932947794983000      -0.945928546492000     
 -0.958311829256000      -0.970089821729000      -0.981255084679000     
 -0.991800565885000       -1.00171960460000       -1.01100593573000     
  -1.01965369386000       -1.02765741685000       -1.03501204939000     
  -1.04171294614000       -1.04775587466000       -1.05313701812000     
  -1.05785297766000       -1.06190077459000       -1.06527785223000     
  -1.06798207755000       -1.07001174249000       -1.07136556509000     
  -1.07204269023000       -1.07204269023000       -1.07136556509000     
  -1.07001174249000       -1.06798207755000       -1.06527785223000     
  -1.06190077459000       -1.05785297766000       -1.05313701812000     
  -1.04775587466000       -1.04171294614000       -1.03501204939000     
  -1.02765741685000       -1.01965369386000       -1.01100593573000     
  -1.00171960460000      -0.991800565885000      -0.981255084679000     
 -0.970089821729000      -0.958311829256000      -0.945928546492000     
 -0.932947794983000      -0.919377773651000      -0.905227053611000     
 -0.890504572762000      -0.875219630139000      -0.859381880038000     
 -0.843001325922000      -0.826088314101000      -0.808653527194000     
 -0.790707977388000      -0.772262999475000      -0.753330243700000     
 -0.733921668396000      -0.714049532436000      -0.693726387487000     
 -0.672965070083000      -0.651778693516000      -0.630180639557000     
 -0.608184549999000      -0.585804318044000      -0.563054079525000     
 -0.539948203982000      -0.516501285581000      -0.492728133896000     
 -0.468643764562000      -0.444263389782000      -0.419602408722000     
 -0.394676397788000      -0.369501100781000      -0.344092418959000     
 -0.318466400991000      -0.292639232818000      -0.266627227433000     
 -0.240446814577000      -0.214114530359000      -0.187647006814000     
 -0.161060961398000      -0.134373186427000      -0.107600538471000     
 -8.075992770870000E-002 -5.386830724510000E-002 -2.694266240410000E-002
  0.000000000000000E+000  0.000000000000000E+000  2.739820624760000E-002
  5.477910720090000E-002  8.212540849600000E-002  0.109419837623000     
  0.136645154835000       0.163784164039000       0.190819723654000     
  0.217734757442000       0.244512265290000       0.271135333951000     
  0.297587147723000       0.323850999075000       0.349910299194000     
  0.375748588469000       0.401349546881000       0.426697004318000     
  0.451774950781000       0.476567546502000       0.501059131946000     
  0.525234237703000       0.549077594258000       0.572574141636000     
  0.595709038914000       0.618467673594000       0.640835670836000     
  0.662798902534000       0.684343496238000       0.705455843922000     
  0.726122610575000       0.746330742624000       0.766067476180000     
  0.785320345098000       0.804077188854000       0.822326160223000     
  0.840055732764000       0.857254708100000       0.873912222987000     
  0.890017756184000       0.905561135090000       0.920532542174000     
  0.934922521174000       0.948721983071000       0.961922211829000     
  0.974514869901000       0.986492003494000       0.997846047593000     
   1.00856983074000        1.01865657957000        1.02809992307000     
   1.03689389662000        1.04503294576000        1.05251192969000     
   1.05932612453000        1.06547122629000        1.07094335358000     
   1.07573905010000        1.07985528677000        1.08328946370000     
   1.08603941179000        1.08810339411000        1.08948010700000     
   1.09016868090000        1.09016868090000        1.08948010700000     
   1.08810339411000        1.08603941179000        1.08328946370000     
   1.07985528677000        1.07573905010000        1.07094335358000     
   1.06547122629000        1.05932612453000        1.05251192969000     
   1.04503294576000        1.03689389662000        1.02809992307000     
   1.01865657957000        1.00856983074000       0.997846047593000     
  0.986492003494000       0.974514869901000       0.961922211829000     
  0.948721983071000       0.934922521174000       0.920532542174000     
  0.905561135090000       0.890017756184000       0.873912222987000     
  0.857254708100000       0.840055732764000       0.822326160223000     
  0.804077188854000       0.785320345098000       0.766067476180000     
  0.746330742624000       0.726122610575000       0.705455843922000     
  0.684343496238000       0.662798902534000       0.640835670836000     
  0.618467673594000       0.595709038914000       0.572574141636000     
  0.549077594258000       0.525234237703000       0.501059131946000     
  0.476567546502000       0.451774950781000       0.426697004318000     
  0.401349546881000       0.375748588469000       0.349910299194000     
  0.323850999075000       0.297587147723000       0.271135333951000     
  0.244512265290000       0.217734757442000       0.190819723654000     
  0.163784164039000       0.136645154835000       0.109419837623000     
  8.212540849600000E-002  5.477910720090000E-002  2.739820624760000E-002
 -1.335177005560000E-016 -2.739820624760000E-002 -5.477910720090000E-002
 -8.212540849600000E-002 -0.109419837623000      -0.136645154835000     
 -0.163784164039000      -0.190819723654000      -0.217734757442000     
 -0.244512265290000      -0.271135333951000      -0.297587147723000     
 -0.323850999075000      -0.349910299194000      -0.375748588469000     
 -0.401349546881000      -0.426697004318000      -0.451774950781000     
 -0.476567546502000      -0.501059131946000      -0.525234237703000     
 -0.549077594258000      -0.572574141636000      -0.595709038914000     
 -0.618467673594000      -0.640835670836000      -0.662798902534000     
 -0.684343496238000      -0.705455843922000      -0.726122610575000     
 -0.746330742624000      -0.766067476180000      -0.785320345098000     
 -0.804077188854000      -0.822326160223000      -0.840055732764000     
 -0.857254708100000      -0.873912222987000      -0.890017756184000     
 -0.905561135090000      -0.920532542174000      -0.934922521174000     
 -0.948721983071000      -0.961922211829000      -0.974514869901000     
 -0.986492003494000      -0.997846047593000       -1.00856983074000     
  -1.01865657957000       -1.02809992307000       -1.03689389662000     
  -1.04503294576000       -1.05251192969000       -1.05932612453000     
  -1.06547122629000       -1.07094335358000       -1.07573905010000     
  -1.07985528677000       -1.08328946370000       -1.08603941179000     
  -1.08810339411000       -1.08948010700000       -1.09016868090000     
  -1.09016868090000       -1.08948010700000       -1.08810339411000     
  -1.08603941179000       -1.08328946370000       -1.07985528677000     
  -1.07573905010000       -1.07094335358000       -1.06547122629000     
  -1.05932612453000       -1.05251192969000       -1.04503294576000     
  -1.03689389662000       -1.02809992307000       -1.01865657957000     
  -1.00856983074000      -0.997846047593000      -0.986492003494000     
 -0.974514869901000      -0.961922211829000      -0.948721983071000     
 -0.934922521174000      -0.920532542174000      -0.905561135090000     
 -0.890017756184000      -0.873912222987000      -0.857254708100000     
 -0.840055732764000      -0.822326160223000      -0.804077188854000     
 -0.785320345098000      -0.766067476180000      -0.746330742624000     
 -0.726122610575000      -0.705455843922000      -0.684343496238000     
 -0.662798902534000      -0.640835670836000      -0.618467673594000     
